"sistema_u_otro","grupo","categoria","subcategoria","total","tasa_mortalidad"
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Otros trastornos de la conducción","OTROS TRASTORNOS ESPECIFICADOS DE LA CONDUCCION",7,0.0355720646072034
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Otros trastornos de la conducción","TRASTORNO DE LA CONDUCCION NO ESPECIFICADO",2,0.0101634470306295
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Paro cardíaco","MUERTE CARDÍACA SÚBITA ASÍ DESCRITA",58,0.294739963888256
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Paro cardíaco","PARO CARDÍACO CON RESUCITACION EXITOSA",11,0.0558989586684624
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Paro cardíaco","PARO CARDÍACO NO ESPECIFICADO",1,0.00508172351531476
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Pericarditis aguda","PERICARDITIS AGUDA NO ESPECIFICADA",1,0.00508172351531476
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Pericarditis aguda","PERICARDITIS INFECCIOSA",2,0.0101634470306295
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Taquicardia paroxística","ARRITMIA POR REENTRADA VENTRICULAR",1,0.00508172351531476
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Taquicardia paroxística","TAQUICARDIA PAROXISTICA NO ESPECIFICADA",2,0.0101634470306295
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Taquicardia paroxística","TAQUICARDIA SUPRAVENTRICULAR",9,0.0457355116378329
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Taquicardia paroxística","TAQUICARDIA VENTRICULAR",12,0.0609806821837772
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula aórtica","ESTENOSIS (DE LA VÁLVULA) AORTICA",160,0.813075762450362
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula aórtica","ESTENOSIS (DE LA VÁLVULA) AORTICA CON INSUFICIENCIA",2,0.0101634470306295
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula aórtica","INSUFICIENCIA (DE LA VÁLVULA) AORTICA",37,0.188023770066646
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula aórtica","OTROS TRASTORNOS DE LA VÁLVULA AORTICA",4,0.0203268940612591
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula aórtica","TRASTORNO DE LA VÁLVULA AORTICA NO ESPECIFICADO",58,0.294739963888256
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula mitral","INSUFICIENCIA (DE LA VÁLVULA) MITRAL",58,0.294739963888256
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula mitral","TRASTORNO MITRAL NO REUMATICO NO ESPECIFICADO",9,0.0457355116378329
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula tricúspide","INSUFICIENCIA NO REUMATICA (DE LA VÁLVULA) TRICUSPIDE",1,0.00508172351531476
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula tricúspide","TRASTORNO NO REUMATICO DE LA VÁLVULA TRICUSPIDE NO ESPECIFICADO",2,0.0101634470306295
"Enfermedades del sistema circulatorio","Otros trastornos y los no especificados del sistema circulatorio","Hipotensión","HIPOTENSION NO ESPECIFICADA",3,0.0152451705459443
"Enfermedades del sistema circulatorio","Otros trastornos y los no especificados del sistema circulatorio","Hipotensión","OTROS TIPOS DE HIPOTENSION",1,0.00508172351531476
"Enfermedades del sistema circulatorio","Otros trastornos y los no especificados del sistema circulatorio","Otros trastornos y los no especificados del sistema circulatorio","OTROS TRASTORNOS Y LOS NO ESPECIFICADOS DEL SISTEMA CIRCULATORIO",21,0.10671619382161
"Enfermedades del sistema digestivo","Enfermedades del apéndice","Apendicitis aguda","APENDICITIS AGUDA CON PERITONITIS GENERALIZADA",7,0.0355720646072034
"Enfermedades del sistema digestivo","Enfermedades del apéndice","Apendicitis aguda","APENDICITIS AGUDA CON PERITONITIS LOCALIZADA",16,0.0813075762450362
"Enfermedades del sistema digestivo","Enfermedades del apéndice","Apendicitis aguda","OTRAS APENDICITIS AGUDAS Y LAS NO ESPECIFICADAS",7,0.0355720646072034
"Enfermedades del sistema digestivo","Enfermedades del apéndice","Apendicitis, no especificada","APENDICITIS NO ESPECIFICADA",4,0.0203268940612591
"Enfermedades del sistema digestivo","Enfermedades del apéndice","Otras enfermedades del apéndice","OTRAS ENFERMEDADES ESPECIFICADAS DEL APENDICE",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Enfermedad del reflujo gastroesofágico","ENFERMEDAD DEL REFLUJO GASTROESOFAGICO CON ESOFAGITIS",3,0.0152451705459443
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Enfermedad del reflujo gastroesofágico","ENFERMEDAD DEL REFLUJO GASTROESOFAGICO SIN ESOFAGITIS",5,0.0254086175765738
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Esofagitis","ESOFAGITIS",2,0.0101634470306295
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Gastritis y duodenitis","GASTRITIS AGUDA HEMORRAGICA",7,0.0355720646072034
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Gastritis y duodenitis","GASTRITIS ALCOHOLICA",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Gastritis y duodenitis","GASTRITIS CRONICA NO ESPECIFICADA",5,0.0254086175765738
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Gastritis y duodenitis","GASTRITIS NO ESPECIFICADA",4,0.0203268940612591
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Gastritis y duodenitis","OTRAS GASTRITIS AGUDAS",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del esófago","ACALASIA DEL CARDIAS",5,0.0254086175765738
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del esófago","DISQUINESIA DEL ESOFAGO",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del esófago","ESOFAGO DE BARRETT",2,0.0101634470306295
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del esófago","OBSTRUCCION DEL ESOFAGO",10,0.0508172351531476
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del esófago","OTRAS ENFERMEDADES ESPECIFICADAS DEL ESOFAGO",4,0.0203268940612591
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del esófago","PERFORACION DEL ESOFAGO",23,0.11687964085224
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del esófago","SINDROME DE LACERACION Y HEMORRAGIA GASTROESOFAGICAS",3,0.0152451705459443
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del esófago","ULCERA DEL ESOFAGO",6,0.0304903410918886
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del estómago y del duodeno","ENFERMEDAD DEL ESTOMAGO Y DEL DUODENO NO ESPECIFICADA",15,0.0762258527297215
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del estómago y del duodeno","ESTENOSIS PILORICA HIPERTROFICA DEL ADULTO",3,0.0152451705459443
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del estómago y del duodeno","FISTULA DEL ESTOMAGO Y DEL DUODENO",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del estómago y del duodeno","OTRAS ENFERMEDADES ESPECIFICADAS DEL ESTOMAGO Y DEL DUODENO",8,0.0406537881225181
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del estómago y del duodeno","POLIPO DEL ESTOMAGO Y DEL DUODENO",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera duodenal","ULCERA DUODENAL CRONICA O NO ESPECIFICADA CON HEMORRAGIA",31,0.157533428974758
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera duodenal","ULCERA DUODENAL CRONICA O NO ESPECIFICADA CON HEMORRAGIA Y PERFORACION",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera duodenal","ULCERA DUODENAL CRONICA O NO ESPECIFICADA CON PERFORACION",33,0.167696876005387
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera duodenal","ULCERA DUODENAL NO ESPECIFICADA COMO AGUDA NI CRONICA SIN HEMORRAGIA NI PERFORACION",11,0.0558989586684624
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera gástrica","ULCERA GASTRICA AGUDA CON HEMORRAGIA",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera gástrica","ULCERA GASTRICA AGUDA CON PERFORACION",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera gástrica","ULCERA GASTRICA CRONICA O NO ESPECIFICADA CON HEMORRAGIA",61,0.309985134434201
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera gástrica","ULCERA GASTRICA CRONICA O NO ESPECIFICADA CON HEMORRAGIA Y PERFORACION",4,0.0203268940612591
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera gástrica","ULCERA GASTRICA CRONICA O NO ESPECIFICADA CON PERFORACION",38,0.193105493581961
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera gástrica","ULCERA GASTRICA NO ESPECIFICADA COMO AGUDA NI CRONICA SIN HEMORRAGIA NI PERFORACION",24,0.121961364367554
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera gastroyeyunal","ULCERA GASTROYEYUNAL CRONICA O NO ESPECIFICADA CON HEMORRAGIA",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera péptica, de sitio no especificado","ULCERA PEPTICA DE SITIO NO ESPEC. NO ESPECIFIC. COMO AGUDA NI CRON. S/HEMORRAGIA NI PERFORACION",8,0.0406537881225181
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera péptica, de sitio no especificado","ULCERA PEPTICA DE SITIO NO ESPECIF. CRONICA O NO ESPECIFICADA CON HEMORRAGIA Y PERFORACION",2,0.0101634470306295
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera péptica, de sitio no especificado","ULCERA PEPTICA DE SITIO NO ESPECIFICADO CRONICA O NO ESPECIFICADA CON HEMORRAGIA",26,0.132124811398184
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera péptica, de sitio no especificado","ULCERA PEPTICA DE SITIO NO ESPECIFICADO CRONICA O NO ESPECIFICADA CON PERFORACION",11,0.0558989586684624
"Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","CIRROSIS HEPATICA ALCOHOLICA",560,2.84576516857627
"Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","ENFERMEDAD HEPATICA ALCOHOLICA NO ESPECIFICADA",686,3.48606233150593
"Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","FIBROSIS Y ESCLEROSIS DEL HÍGADO ALCOHOLICA",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","HEPATITIS ALCOHOLICA",186,0.945200573848546
"Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","HÍGADO ALCOHOLICO ADIPOSO",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","INSUFICIENCIA HEPATICA ALCOHOLICA",183,0.929955403302602
"Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad tóxica del hígado","ENFERMEDAD TOXICA DEL HÍGADO CON HEPATITIS NO CLASIFICADA EN OTRA PARTE",2,0.0101634470306295
"Enfermedades del sistema digestivo","Enfermedades del hígado","Fibrosis y cirrosis del hígado","CIRROSIS BILIAR PRIMARIA",23,0.11687964085224
"Enfermedades del sistema digestivo","Enfermedades del hígado","Fibrosis y cirrosis del hígado","CIRROSIS BILIAR SECUNDARIA",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del hígado","Fibrosis y cirrosis del hígado","FIBROSIS HEPATICA",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del hígado","Fibrosis y cirrosis del hígado","OTRAS CIRROSIS DEL HÍGADO Y LAS NO ESPECIFICADAS",1061,5.39170864974897
"Enfermedades del sistema digestivo","Enfermedades del hígado","Hepatitis crónica, no clasificada en otra parte","HEPATITIS CRONICA NO ESPECIFICADA",2,0.0101634470306295
"Enfermedades del sistema digestivo","Enfermedades del hígado","Insuficiencia hepática, no clasificada en otra parte","INSUFICIENCIA HEPATICA AGUDA O SUBAGUDA",88,0.447191669347699
"Enfermedades del sistema digestivo","Enfermedades del hígado","Insuficiencia hepática, no clasificada en otra parte","INSUFICIENCIA HEPATICA CRONICA",42,0.21343238764322
"Enfermedades del sistema digestivo","Enfermedades del hígado","Insuficiencia hepática, no clasificada en otra parte","INSUFICIENCIA HEPATICA NO ESPECIFICADA",317,1.61090635435478
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","CONGESTION PASIVA CRONICA DEL HÍGADO",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","DEGENERACION GRASA DEL HÍGADO NO CLASIFICADA EN OTRA PARTE",17,0.086389299760351
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","ENFERMEDAD DEL HÍGADO NO ESPECIFICADA",1307,6.6418126345164
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","HIPERTENSION PORTAL",46,0.233759281704479
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","INFARTO DEL HÍGADO",2,0.0101634470306295
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","OTRAS ENFERMEDADES ESPECIFICADAS DEL HÍGADO",11,0.0558989586684624
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","SINDROME HEPATORRENAL",125,0.635215439414346
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades inflamatorias del hígado","ABSCESO DEL HÍGADO",46,0.233759281704479
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades inflamatorias del hígado","ENFERMEDAD INFLAMATORIA DEL HÍGADO NO ESPECIFICADA",7,0.0355720646072034
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades inflamatorias del hígado","HEPATITIS AUTOINMUNE",36,0.182942046551332
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades inflamatorias del hígado","OTRAS ENFERMEDADES INFLAMATORIAS DEL HÍGADO ESPECIFICADAS",3,0.0152451705459443
"Enfermedades del sistema digestivo","Enfermedades del peritoneo","Otros trastornos del peritoneo","ADHERENCIAS PERITONEALES",3,0.0152451705459443
"Enfermedades del sistema digestivo","Enfermedades del peritoneo","Otros trastornos del peritoneo","HEMOPERITONEO",24,0.121961364367554
"Enfermedades del sistema digestivo","Enfermedades del peritoneo","Otros trastornos del peritoneo","OTROS TRASTORNOS ESPECIFICADOS DEL PERITONEO",3,0.0152451705459443
"Enfermedades del sistema digestivo","Enfermedades del peritoneo","Otros trastornos del peritoneo","TRASTORNO DEL PERITONEO NO ESPECIFICADO",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enfermedades del peritoneo","Peritonitis","OTRAS PERITONITIS",11,0.0558989586684624
"Enfermedades del sistema digestivo","Enfermedades del peritoneo","Peritonitis","PERITONITIS AGUDA",89,0.452273392863014
"Enfermedades del sistema digestivo","Enfermedades del peritoneo","Peritonitis","PERITONITIS NO ESPECIFICADA",287,1.45845464889534
"Enfermedades del sistema digestivo","Enteritis y colitis no infecciosas","Colitis Ulcerativa","COLITIS ULCERATIVA SIN OTRA ESPECIFICACION",8,0.0406537881225181
"Enfermedades del sistema digestivo","Enteritis y colitis no infecciosas","Colitis Ulcerativa","PANCOLITIS (CRÓNICA) ULCERATIVA",12,0.0609806821837772
"Enfermedades del sistema digestivo","Enteritis y colitis no infecciosas","Colitis Ulcerativa","RECTOSIGMOIDITIS (CRONICA) ULCERATIVA",5,0.0254086175765738
"Enfermedades del sistema digestivo","Enteritis y colitis no infecciosas","Enfermedad de Crohn [enteritis regional]","ENFERMEDAD DE CROHN NO ESPECIFICADA",12,0.0609806821837772
"Enfermedades del sistema digestivo","Enteritis y colitis no infecciosas","Otras colitis y gastroenteritis no infecciosas","COLITIS Y GASTROENTERITIS DEBIDAS A RADIACION",1,0.00508172351531476
"Enfermedades del sistema digestivo","Enteritis y colitis no infecciosas","Otras colitis y gastroenteritis no infecciosas","COLITIS Y GASTROENTERITIS NO INFECCIOSA NO ESPECIFICADA",12,0.0609806821837772
"Enfermedades del sistema digestivo","Hernia","Hernia diafragmática","HERNIA DIAFRAGMATICA CON GANGRENA",1,0.00508172351531476
"Enfermedades del sistema digestivo","Hernia","Hernia diafragmática","HERNIA DIAFRAGMATICA CON OBSTRUCCION SIN GANGRENA",7,0.0355720646072034
"Enfermedades del sistema digestivo","Hernia","Hernia diafragmática","HERNIA DIAFRAGMATICA SIN OBSTRUCCION NI GANGRENA",32,0.162615152490072
"Enfermedades del sistema digestivo","Hernia","Hernia femoral","HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA CON OBSTRUCCION SIN GANGRENA",15,0.0762258527297215
"Enfermedades del sistema digestivo","Hernia","Hernia femoral","HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA SIN OBSTRUCCION NI GANGRENA",3,0.0152451705459443
"Enfermedades del sistema digestivo","Hernia","Hernia inguinal","HERNIA INGUINAL BILATERAL CON OBSTRUCCION SIN GANGRENA",1,0.00508172351531476
"Enfermedades del sistema digestivo","Hernia","Hernia inguinal","HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA CON GANGRENA",2,0.0101634470306295
"Enfermedades del sistema digestivo","Hernia","Hernia inguinal","HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA CON OBSTRUCCION SIN GANGRENA",38,0.193105493581961
"Enfermedades del sistema digestivo","Hernia","Hernia inguinal","HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA SIN OBSTRUCCION NI GANGRENA",29,0.147369981944128
"Enfermedades del sistema digestivo","Hernia","Hernia no especificada de la cavidad abdominal","HERNIA ABDOMINAL NO ESPECIFICADA CON GANGRENA",2,0.0101634470306295
"Enfermedades del sistema digestivo","Hernia","Hernia no especificada de la cavidad abdominal","HERNIA ABDOMINAL NO ESPECIFICADA CON OBSTRUCCION SIN GANGRENA",19,0.0965527467909805
"Enfermedades del sistema digestivo","Hernia","Hernia no especificada de la cavidad abdominal","HERNIA ABDOMINAL NO ESPECIFICADA SIN OBSTRUCCION NI GANGRENA",17,0.086389299760351
"Enfermedades del sistema digestivo","Hernia","Hernia umbilical","HERNIA UMBILICAL CON GANGRENA",1,0.00508172351531476
"Enfermedades del sistema digestivo","Hernia","Hernia umbilical","HERNIA UMBILICAL CON OBSTRUCCION SIN GANGRENA",19,0.0965527467909805
"Enfermedades del sistema digestivo","Hernia","Hernia umbilical","HERNIA UMBILICAL SIN OBSTRUCCION NI GANGRENA",9,0.0457355116378329
"Enfermedades del sistema digestivo","Hernia","Hernia ventral","Hernia incisional sin obstrucción o gangrena",17,0.086389299760351
"Enfermedades del sistema digestivo","Hernia","Hernia ventral","hernia paraestomal sin obstrucción o gangrena",1,0.00508172351531476
"Enfermedades del sistema digestivo","Hernia","Hernia ventral","HERNIA VENTRAL CON OBSTRUCCION SIN GANGRENA",11,0.0558989586684624
"Enfermedades del sistema digestivo","Hernia","Hernia ventral","HERNIA VENTRAL SIN OBSTRUCCION NI GANGRENA",4,0.0203268940612591
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Absceso de las regiones anal y rectal","ABSCESO ANAL",4,0.0203268940612591
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Absceso de las regiones anal y rectal","ABSCESO ISQUIORRECTAL",2,0.0101634470306295
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Enfermedad diverticular del intestino","ENFERMEDAD DIVERTICULAR DEL INTESTINO DELGADO SIN PERFORACION NI ABSCESO",1,0.00508172351531476
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Enfermedad diverticular del intestino","ENFERMEDAD DIVERTICULAR DEL INTESTINO GRUESO CON PERFORACION Y ABSCESO",4,0.0203268940612591
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Enfermedad diverticular del intestino","ENFERMEDAD DIVERTICULAR DEL INTESTINO GRUESO SIN PERFORACION NI ABSCESO",9,0.0457355116378329
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Enfermedad diverticular del intestino","ENFERMEDAD DIVERTICULAR DEL INTESTINO PARTE NO ESPECIFICADA CON PERFORACION Y ABSCESO",39,0.198187217097276
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Enfermedad diverticular del intestino","ENFERMEDAD DIVERTICULAR DEL INTESTINO PARTE NO ESPECIFICADA SIN PERFORACION NI ABSCESO",45,0.228677558189164
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Hemorroides y trombosis venosa perianal","hemorroides sin otra especificación",1,0.00508172351531476
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","ADHERENCIAS (BRIDAS) INTESTINALES CON OBSTRUCCION",22,0.111797917336925
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","ILEO NO ESPECIFICADO",5,0.0254086175765738
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","ILEO PARALITICO",17,0.086389299760351
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","ILEO POR CALCULO BILIAR",3,0.0152451705459443
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","INVAGINACION",1,0.00508172351531476
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","OTRAS OBSTRUCCIONES DEL INTESTINO",48,0.243922728735109
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","OTRAS OBSTRUCCIONES INTESTINALES Y LAS NO ESPECIFICADAS",534,2.71364035717808
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","VOLVULO",38,0.193105493581961
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Otras enfermedades de los intestinos","ENFERMEDAD DEL INTESTINO NO ESPECIFICADA",14,0.0711441292144067
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Otras enfermedades de los intestinos","FISTULA DEL INTESTINO",10,0.0508172351531476
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Otras enfermedades de los intestinos","OTRAS ENFERMEDADES ESPECIFICADAS DEL INTESTINO",5,0.0254086175765738
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Otras enfermedades de los intestinos","PERFORACION DEL INTESTINO (NO TRAUMATICA)",107,0.54374441613868
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Otras enfermedades de los intestinos","ULCERA DEL INTESTINO",1,0.00508172351531476
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Otras enfermedades del ano y del recto","ENFERMEDAD DEL ANO Y DEL RECTO NO ESPECIFICADA",1,0.00508172351531476
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Otras enfermedades del ano y del recto","HEMORRAGIA DEL ANO Y DEL RECTO",4,0.0203268940612591
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Otras enfermedades del ano y del recto","OTRAS ENFERMEDADES ESPECIFICADAS DEL ANO Y DEL RECTO",1,0.00508172351531476
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Otros trastornos funcionles del intestino","CONSTIPACION",6,0.0304903410918886
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Otros trastornos funcionles del intestino","MEGACOLON NO CLASIFICADO EN OTRA PARTE",15,0.0762258527297215
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Síndrome del colon irritable","SINDROME DEL COLON IRRITABLE SIN DIARREA",1,0.00508172351531476
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Trastornos vasculares de los intestinos","ANGIODISPLASIA DEL COLON",2,0.0101634470306295
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Trastornos vasculares de los intestinos","TRASTORNO VASCULAR AGUDO DE LOS INTESTINOS",307,1.56008911920163
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Trastornos vasculares de los intestinos","TRASTORNO VASCULAR CRONICO DEL INTESTINO",3,0.0152451705459443
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Trastornos vasculares de los intestinos","TRASTORNO VASCULAR DEL INTESTINO NO ESPECIFICADO",57,0.289658240372942
"Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Malabsorción intestinal","ENFERMEDAD CELIACA",5,0.0254086175765738
"Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Malabsorción intestinal","MALABSORCION DEBIDA A INTOLERANCIA NO CLASIFICADA EN OTRA PARTE",2,0.0101634470306295
"Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Malabsorción intestinal","OTROS TIPOS DE MALABSORCION INTESTINAL",1,0.00508172351531476
"Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","ENFERMEDAD DEL SISTEMA DIGESTIVO NO ESPECIFICADA",6,0.0304903410918886
"Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","HEMATEMESIS",620,3.15066857949515
"Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","HEMORRAGIA GASTROINTESTINAL NO ESPECIFICADA",223,1.13322434391519
"Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","MELENA",89,0.452273392863014
"Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","OTRAS ENFERMEDADES ESPECIFICADAS DEL SISTEMA DIGESTIVO",2,0.0101634470306295
