"sistema_u_otro","grupo","categoria","subcategoria","total","tasa_mortalidad"
"Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Infarto agudo del miocardio","INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED ANTERIOR",3,0.294248039327231
"Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Infarto agudo del miocardio","INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED INFERIOR",2,0.196165359551488
"Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Otras enfermedades isquémicas agudas del corazón","ENFERMEDAD ISQUEMICA AGUDA DEL CORAZÓN NO ESPECIFICADA",18,1.76548823596339
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Bloqueo auriculoventricular y de rama izquierda del haz","BLOQUEO AURICULOVENTRICULAR COMPLETO",6,0.588496078654463
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Bloqueo auriculoventricular y de rama izquierda del haz","OTROS TIPOS DE BLOQUEO AURICULOVENTRICULAR Y LOS NO ESPECIFICADOS",2,0.196165359551488
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Cardiomiopatía","CARDIOMIOPATIA ALCOHOLICA",4,0.392330719102975
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Cardiomiopatía","CARDIOMIOPATIA DILATADA",26,2.55014967416934
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Cardiomiopatía","CARDIOMIOPATIA NO ESPECIFICADA",4,0.392330719102975
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Cardiomiopatía","OTRAS CARDIOMIOPATIAS HIPERTROFICAS",3,0.294248039327231
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Complicaciones y descripciones mal definidas de enfermedad cardíaca","CARDIOMEGALIA",4,0.392330719102975
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Complicaciones y descripciones mal definidas de enfermedad cardíaca","ENFERMEDAD CARDIACA NO ESPECIFICADA",2,0.196165359551488
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Complicaciones y descripciones mal definidas de enfermedad cardíaca","ENFERMEDAD CARDIOVASCULAR NO ESPECIFICADA",3,0.294248039327231
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Complicaciones y descripciones mal definidas de enfermedad cardíaca","MIOCARDITIS NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Complicaciones y descripciones mal definidas de enfermedad cardíaca","OTRAS ENFERMEDADES CARDIACAS MAL DEFINIDAS",2,0.196165359551488
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Endocarditis aguda y subaguda","ENDOCARDITIS INFECCIOSA AGUDA Y SUBAGUDA",10,0.980826797757438
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Endocarditis, válvula no especificada","ENDOCARDITIS VÁLVULA NO ESPECIFICADA",2,0.196165359551488
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Fibrilación y aleteo auricular","FIBRILACION  AURICULAR cronica",2,0.196165359551488
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Fibrilación y aleteo auricular","FIBRILACION Y ALETEO AURICULAR no especificado",50,4.90413398878719
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Insuficiencia cardíaca","INSUFICIENCIA CARDIACA CONGESTIVA",32,3.1386457528238
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Insuficiencia cardíaca","INSUFICIENCIA CARDIACA NO ESPECIFICADA",63,6.17920882587186
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Insuficiencia cardíaca","INSUFICIENCIA VENTRICULAR IZQUIERDA",7,0.686578758430206
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Miocarditis aguda","MIOCARDITIS AGUDA NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Otras arritmias cardiacas","ARRITMIA CARDIACA NO ESPECIFICADA",12,1.17699215730893
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Otras arritmias cardiacas","FIBRILACION Y ALETEO VENTRICULAR",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Otras arritmias cardiacas","OTRAS ARRITMIAS CARDIACAS ESPECIFICADAS",2,0.196165359551488
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Otras arritmias cardiacas","SINDROME DEL SENO ENFERMO",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Otras enfermedades del pericardio","DERRAME PERICARDICO (NO INFLAMATORIO)",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Otros trastornos de la conducción","BLOQUEO BIFASCICULAR",2,0.196165359551488
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Paro cardíaco","MUERTE CARDÍACA SÚBITA ASÍ DESCRITA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Paro cardíaco","PARO CARDÍACO CON RESUCITACION EXITOSA",2,0.196165359551488
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula aórtica","ESTENOSIS (DE LA VÁLVULA) AORTICA",9,0.882744117981694
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula aórtica","INSUFICIENCIA (DE LA VÁLVULA) AORTICA",2,0.196165359551488
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula aórtica","TRASTORNO DE LA VÁLVULA AORTICA NO ESPECIFICADO",2,0.196165359551488
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula mitral","INSUFICIENCIA (DE LA VÁLVULA) MITRAL",3,0.294248039327231
"Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula mitral","TRASTORNO MITRAL NO REUMATICO NO ESPECIFICADO",1,0.0980826797757438
"Enfermedades del sistema digestivo","Enfermedades del apéndice","Apendicitis aguda","APENDICITIS AGUDA CON PERITONITIS LOCALIZADA",2,0.196165359551488
"Enfermedades del sistema digestivo","Enfermedades del apéndice","Apendicitis aguda","OTRAS APENDICITIS AGUDAS Y LAS NO ESPECIFICADAS",1,0.0980826797757438
"Enfermedades del sistema digestivo","Enfermedades del apéndice","Apendicitis, no especificada","APENDICITIS NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del esófago","OBSTRUCCION DEL ESOFAGO",1,0.0980826797757438
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del esófago","PERFORACION DEL ESOFAGO",2,0.196165359551488
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera duodenal","ULCERA DUODENAL CRONICA O NO ESPECIFICADA CON HEMORRAGIA",2,0.196165359551488
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera duodenal","ULCERA DUODENAL CRONICA O NO ESPECIFICADA CON PERFORACION",2,0.196165359551488
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera gástrica","ULCERA GASTRICA CRONICA O NO ESPECIFICADA CON HEMORRAGIA",2,0.196165359551488
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera gástrica","ULCERA GASTRICA CRONICA O NO ESPECIFICADA CON PERFORACION",1,0.0980826797757438
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera péptica, de sitio no especificado","ULCERA PEPTICA DE SITIO NO ESPECIFICADO CRONICA O NO ESPECIFICADA CON HEMORRAGIA",2,0.196165359551488
"Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Úlcera péptica, de sitio no especificado","ULCERA PEPTICA DE SITIO NO ESPECIFICADO CRONICA O NO ESPECIFICADA CON PERFORACION",1,0.0980826797757438
"Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","CIRROSIS HEPATICA ALCOHOLICA",64,6.2772915056476
"Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","ENFERMEDAD HEPATICA ALCOHOLICA NO ESPECIFICADA",67,6.57153954497483
"Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","HEPATITIS ALCOHOLICA",23,2.25590163484211
"Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","HÍGADO ALCOHOLICO ADIPOSO",1,0.0980826797757438
"Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","INSUFICIENCIA HEPATICA ALCOHOLICA",22,2.15781895506636
"Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad tóxica del hígado","ENFERMEDAD TOXICA DEL HÍGADO CON HEPATITIS NO CLASIFICADA EN OTRA PARTE",1,0.0980826797757438
"Enfermedades del sistema digestivo","Enfermedades del hígado","Fibrosis y cirrosis del hígado","CIRROSIS BILIAR PRIMARIA",1,0.0980826797757438
"Enfermedades del sistema digestivo","Enfermedades del hígado","Fibrosis y cirrosis del hígado","OTRAS CIRROSIS DEL HÍGADO Y LAS NO ESPECIFICADAS",70,6.86578758430206
"Enfermedades del sistema digestivo","Enfermedades del hígado","Insuficiencia hepática, no clasificada en otra parte","INSUFICIENCIA HEPATICA AGUDA O SUBAGUDA",9,0.882744117981694
"Enfermedades del sistema digestivo","Enfermedades del hígado","Insuficiencia hepática, no clasificada en otra parte","INSUFICIENCIA HEPATICA CRONICA",1,0.0980826797757438
"Enfermedades del sistema digestivo","Enfermedades del hígado","Insuficiencia hepática, no clasificada en otra parte","INSUFICIENCIA HEPATICA NO ESPECIFICADA",20,1.96165359551488
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","DEGENERACION GRASA DEL HÍGADO NO CLASIFICADA EN OTRA PARTE",1,0.0980826797757438
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","ENFERMEDAD DEL HÍGADO NO ESPECIFICADA",108,10.5929294157803
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","HIPERTENSION PORTAL",1,0.0980826797757438
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","OTRAS ENFERMEDADES ESPECIFICADAS DEL HÍGADO",2,0.196165359551488
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","SINDROME HEPATORRENAL",3,0.294248039327231
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades inflamatorias del hígado","ABSCESO DEL HÍGADO",3,0.294248039327231
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades inflamatorias del hígado","ENFERMEDAD INFLAMATORIA DEL HÍGADO NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades inflamatorias del hígado","HEPATITIS AUTOINMUNE",2,0.196165359551488
"Enfermedades del sistema digestivo","Enfermedades del peritoneo","Otros trastornos del peritoneo","HEMOPERITONEO",4,0.392330719102975
"Enfermedades del sistema digestivo","Enfermedades del peritoneo","Peritonitis","PERITONITIS AGUDA",4,0.392330719102975
"Enfermedades del sistema digestivo","Enfermedades del peritoneo","Peritonitis","PERITONITIS NO ESPECIFICADA",16,1.5693228764119
"Enfermedades del sistema digestivo","Enteritis y colitis no infecciosas","Colitis Ulcerativa","PANCOLITIS (CRÓNICA) ULCERATIVA",2,0.196165359551488
"Enfermedades del sistema digestivo","Enteritis y colitis no infecciosas","Enfermedad de Crohn [enteritis regional]","ENFERMEDAD DE CROHN NO ESPECIFICADA",2,0.196165359551488
"Enfermedades del sistema digestivo","Enteritis y colitis no infecciosas","Otras colitis y gastroenteritis no infecciosas","COLITIS Y GASTROENTERITIS NO INFECCIOSA NO ESPECIFICADA",2,0.196165359551488
"Enfermedades del sistema digestivo","Hernia","Hernia diafragmática","HERNIA DIAFRAGMATICA CON OBSTRUCCION SIN GANGRENA",1,0.0980826797757438
"Enfermedades del sistema digestivo","Hernia","Hernia diafragmática","HERNIA DIAFRAGMATICA SIN OBSTRUCCION NI GANGRENA",2,0.196165359551488
"Enfermedades del sistema digestivo","Hernia","Hernia femoral","HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA CON OBSTRUCCION SIN GANGRENA",1,0.0980826797757438
"Enfermedades del sistema digestivo","Hernia","Hernia inguinal","HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA CON OBSTRUCCION SIN GANGRENA",4,0.392330719102975
"Enfermedades del sistema digestivo","Hernia","Hernia inguinal","HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA SIN OBSTRUCCION NI GANGRENA",1,0.0980826797757438
"Enfermedades del sistema digestivo","Hernia","Hernia no especificada de la cavidad abdominal","HERNIA ABDOMINAL NO ESPECIFICADA CON OBSTRUCCION SIN GANGRENA",1,0.0980826797757438
"Enfermedades del sistema digestivo","Hernia","Hernia no especificada de la cavidad abdominal","HERNIA ABDOMINAL NO ESPECIFICADA SIN OBSTRUCCION NI GANGRENA",1,0.0980826797757438
"Enfermedades del sistema digestivo","Hernia","Hernia umbilical","HERNIA UMBILICAL CON OBSTRUCCION SIN GANGRENA",1,0.0980826797757438
"Enfermedades del sistema digestivo","Hernia","Hernia ventral","hernia paraestomal sin obstrucción o gangrena",1,0.0980826797757438
"Enfermedades del sistema digestivo","Hernia","Hernia ventral","HERNIA VENTRAL CON OBSTRUCCION SIN GANGRENA",2,0.196165359551488
"Enfermedades del sistema digestivo","Hernia","Hernia ventral","HERNIA VENTRAL SIN OBSTRUCCION NI GANGRENA",1,0.0980826797757438
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Enfermedad diverticular del intestino","ENFERMEDAD DIVERTICULAR DEL INTESTINO PARTE NO ESPECIFICADA CON PERFORACION Y ABSCESO",2,0.196165359551488
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Enfermedad diverticular del intestino","ENFERMEDAD DIVERTICULAR DEL INTESTINO PARTE NO ESPECIFICADA SIN PERFORACION NI ABSCESO",2,0.196165359551488
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","ADHERENCIAS (BRIDAS) INTESTINALES CON OBSTRUCCION",1,0.0980826797757438
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","ILEO PARALITICO",1,0.0980826797757438
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","OTRAS OBSTRUCCIONES DEL INTESTINO",2,0.196165359551488
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","OTRAS OBSTRUCCIONES INTESTINALES Y LAS NO ESPECIFICADAS",26,2.55014967416934
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","VOLVULO",5,0.490413398878719
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Otras enfermedades de los intestinos","ENFERMEDAD DEL INTESTINO NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Otras enfermedades de los intestinos","PERFORACION DEL INTESTINO (NO TRAUMATICA)",5,0.490413398878719
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Otros trastornos funcionles del intestino","CONSTIPACION",1,0.0980826797757438
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Trastornos vasculares de los intestinos","TRASTORNO VASCULAR AGUDO DE LOS INTESTINOS",16,1.5693228764119
"Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Trastornos vasculares de los intestinos","TRASTORNO VASCULAR DEL INTESTINO NO ESPECIFICADO",1,0.0980826797757438
"Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","ENFERMEDAD DEL SISTEMA DIGESTIVO NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","HEMATEMESIS",28,2.74631503372083
"Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","HEMORRAGIA GASTROINTESTINAL NO ESPECIFICADA",14,1.37315751686041
"Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","MELENA",4,0.392330719102975
"Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Colecistitis","COLECISTITIS AGUDA",15,1.47124019663616
"Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Colelitiasis","CALCULO DE CONDUCTO BILIAR CON COLANGITIS",2,0.196165359551488
"Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Colelitiasis","CALCULO DE CONDUCTO BILIAR CON COLECISTITIS",3,0.294248039327231
"Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Colelitiasis","CALCULO DE CONDUCTO BILIAR SIN COLANGITIS NI COLECISTITIS",2,0.196165359551488
"Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Colelitiasis","CALCULO DE LA VESICULA BILIAR CON COLECISTITIS AGUDA",2,0.196165359551488
"Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Colelitiasis","CALCULO DE LA VESICULA BILIAR SIN COLECISTITIS",4,0.392330719102975
"Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Otras enfermedades de las vías biliares","COLANGITIS",24,2.35398431461785
"Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Otras enfermedades de las vías biliares","OBSTRUCCION DE CONDUCTO BILIAR",1,0.0980826797757438
"Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Pancreatitis aguda","PANCREATITIS AGUDA INDUCIDA POR EL ALCOHOL",3,0.294248039327231
"Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Pancreatitis aguda","PANCREATITIS AGUDA NO ESPECIFICADA",26,2.55014967416934
"Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Pancreatitis aguda","PANCREATITIS BILIAR AGUDA",2,0.196165359551488
"Enfermedades del sistema genitourinario","Enfermedad renal tubulointersticial","Nefritis tubulointersticial aguda","NEFRITIS TUBULOINTERSTICIAL AGUDA",19,1.86357091573913
"Enfermedades del sistema genitourinario","Enfermedad renal tubulointersticial","Nefritis tubulointersticial, no especificada como aguda o crónica","NEFRITIS TUBULOINTERSTICIAL NO ESPECIFICADA COMO AGUDA O CRONICA",7,0.686578758430206
"Enfermedades del sistema genitourinario","Enfermedad renal tubulointersticial","Otras enfermedades renales tubulointersticiales","ABSCESO RENAL Y PERIRRENAL",1,0.0980826797757438
"Enfermedades del sistema genitourinario","Enfermedad renal tubulointersticial","Otras enfermedades renales tubulointersticiales","ENFERMEDAD RENAL TUBULOINTERSTICIAL NO ESPECIFICADA",2,0.196165359551488
"Enfermedades del sistema genitourinario","Enfermedad renal tubulointersticial","Uropatía obstructiva y por reflujo","UROPATIA OBSTRUCTIVA Y POR REFLUJO SIN OTRA ESPECIFICACION",1,0.0980826797757438
"Enfermedades del sistema genitourinario","Enfermedades de los órganos genitales masculinos","Hiperplasia de la próstata","HIPERPLASIA DE LA PROSTATA",5,0.490413398878719
"Enfermedades del sistema genitourinario","Enfermedades de los órganos genitales masculinos","Otros trastornos de la próstata","TRASTORNO DE LA PROSTATA NO ESPECIFICADO",1,0.0980826797757438
"Enfermedades del sistema genitourinario","Enfermedades de los órganos genitales masculinos","Trastornos inflamatorios de órganos genitales masculinos, no clasificados en otra parte","OTROS TRASTORNOS INFLAMATORIOS DE LOS ÓRGANOS GENITALES MASCULINOS",4,0.392330719102975
"Enfermedades del sistema genitourinario","Enfermedades glomerulares","Síndrome nefrítico agudo","SINDROME NEFRITICO AGUDO CON GLOMERULONEFRITIS NO ESPECIFICADA",3,0.294248039327231
"Enfermedades del sistema genitourinario","Enfermedades glomerulares","Síndrome nefrótico","SINDROME NEFROTICO CON GLOMERULONEFRITIS NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema genitourinario","Insuficiencia renal","Enfermedad (Insuficiencia) renal crónica","ENFERMEDAD RENAL CRÓNICA ESTADIO 1",1,0.0980826797757438
"Enfermedades del sistema genitourinario","Insuficiencia renal","Enfermedad (Insuficiencia) renal crónica","ENFERMEDAD RENAL CRÓNICA ESTADIO 3",5,0.490413398878719
"Enfermedades del sistema genitourinario","Insuficiencia renal","Enfermedad (Insuficiencia) renal crónica","ENFERMEDAD RENAL CRÓNICA ESTADIO 4",3,0.294248039327231
"Enfermedades del sistema genitourinario","Insuficiencia renal","Enfermedad (Insuficiencia) renal crónica","ENFERMEDAD RENAL CRÓNICA ESTADIO 5",31,3.04056307304806
"Enfermedades del sistema genitourinario","Insuficiencia renal","Enfermedad (Insuficiencia) renal crónica","ENFERMEDAD RENAL CRÓNICA NO ESPECIFICADA",32,3.1386457528238
"Enfermedades del sistema genitourinario","Insuficiencia renal","Insuficiencia renal aguda","INSUFICIENCIA RENAL AGUDA CON NECROSIS CORTICAL AGUDA",1,0.0980826797757438
"Enfermedades del sistema genitourinario","Insuficiencia renal","Insuficiencia renal aguda","INSUFICIENCIA RENAL AGUDA NO ESPECIFICADA",22,2.15781895506636
"Enfermedades del sistema genitourinario","Insuficiencia renal","Insuficiencia renal no especificada","INSUFICIENCIA RENAL NO ESPECIFICADA",8,0.78466143820595
"Enfermedades del sistema genitourinario","Litiasis urinaria","Cálculo de las vías urinarias inferiores","CALCULO EN LA VEJIGA",1,0.0980826797757438
"Enfermedades del sistema genitourinario","Otras enfermedades del sistema urinario","Otros trastornos del sistema urinario","INFECCION DE VÍAS URINARIAS SITIO NO ESPECIFICADO",74,7.25811830340504
"Enfermedades del sistema genitourinario","Otros trastornos del riñón y del uréter","Otros trastornos del riñón y del uréter, no clasificados en otra parte","OTROS TRASTORNOS ESPECIFICADOS DEL RIÑÓN Y DEL URETER",1,0.0980826797757438
"Enfermedades del sistema genitourinario","Otros trastornos del riñón y del uréter","Otros trastornos del riñón y del uréter, no clasificados en otra parte","TRASTORNO DEL RIÑÓN Y DEL URETER NO ESPECIFICADO",2,0.196165359551488
"Enfermedades del sistema nervioso central","Atrofias sistémicas que afectan principalmente el sistema nervioso central","Ataxia hereditaria","ATAXIA HEREDITARIA NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Atrofias sistémicas que afectan principalmente el sistema nervioso central","Atrofia muscular espinal y síndromes afines","ENFERMEDADES DE LAS NEURONAS MOTORAS",12,1.17699215730893
"Enfermedades del sistema nervioso central","Atrofias sistémicas que afectan principalmente el sistema nervioso central","Enfermedad de Huntington","ENFERMEDAD DE HUNTINGTON",3,0.294248039327231
"Enfermedades del sistema nervioso central","Enfermedades desmielinizantes del sistema nervioso central","Esclerosis múltiple","ESCLEROSIS MULTIPLE",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Enfermedades desmielinizantes del sistema nervioso central","Otras enfermedades desmielinizantes del sistema nervioso central","MIELITIS TRANSVERSA AGUDA EN ENFERMEDAD DESMIELINIZANTE DEL SISTEMA NERVIOSO CENTRAL",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Enfermedades musculares y de la unión neuromuscular","Trastornos musculares primarios","DISTROFIA MUSCULAR",2,0.196165359551488
"Enfermedades del sistema nervioso central","Enfermedades musculares y de la unión neuromuscular","Trastornos musculares primarios","MIOPATIAS CONGÉNITAS",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Meningitis bacteriana, no clasificada en otra parte","Absceso y granuloma intracraneal e intrarraquídeo","ABSCESO Y GRANULOMA INTRACRANEAL",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Meningitis bacteriana, no clasificada en otra parte","Meningitis bacteriana, no clasificada en otra parte","MENINGITIS BACTERIANA NO ESPECIFICADA",2,0.196165359551488
"Enfermedades del sistema nervioso central","Meningitis bacteriana, no clasificada en otra parte","Secuelas de enfermedades inflamatorias del sistema nervioso central","SECUELAS DE ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Otras enfermedades degenerativas del sistema nervioso","Enfermedad de Alzheimer","ENFERMEDAD DE ALZHEIMER NO ESPECIFICADA",180,17.6548823596339
"Enfermedades del sistema nervioso central","Otras enfermedades degenerativas del sistema nervioso","Otras enfermedades degenerativas del sistema nervioso, no clasificadas en otra parte","DEGENERACION DEL SISTEMA NERVIOSO NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Otras enfermedades degenerativas del sistema nervioso","Otras enfermedades degenerativas del sistema nervioso, no clasificadas en otra parte","OTRAS ENFERMEDADES DEGENERATIVAS ESPECIFICADAS DEL SISTEMA NERVIOSO",3,0.294248039327231
"Enfermedades del sistema nervioso central","Otros trastornos del sistema nervioso","Encefalopatía tóxica","ENCEFALOPATIA TOXICA",4,0.392330719102975
"Enfermedades del sistema nervioso central","Otros trastornos del sistema nervioso","Hidrocéfalo","HIDROCEFALO NO ESPECIFICADO",3,0.294248039327231
"Enfermedades del sistema nervioso central","Otros trastornos del sistema nervioso","Otras enfermedades de la médula espinal","ENFERMEDAD DE LA MEDULA ESPINAL NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Otros trastornos del sistema nervioso","Otros trastornos del encéfalo","EDEMA CEREBRAL",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Otros trastornos del sistema nervioso","Otros trastornos del encéfalo","ENCEFALOPATIA NO ESPECIFICADA",2,0.196165359551488
"Enfermedades del sistema nervioso central","Otros trastornos del sistema nervioso","Otros trastornos del encéfalo","HIPERTENSION INTRACRANEAL BENIGNA",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Otros trastornos del sistema nervioso","Otros trastornos del encéfalo","LESIÓN CEREBRAL ANOXICA NO CLASIFICADA EN OTRA PARTE",6,0.588496078654463
"Enfermedades del sistema nervioso central","Parálisis cerebral y otros síndromes paralíticos","Otros síndromes paralíticos","OTROS SINDROMES PARALITICOS ESPECIFICADOS",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Parálisis cerebral y otros síndromes paralíticos","Parálisis cerebral","DIPLEJIA ESPASTICA",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Parálisis cerebral y otros síndromes paralíticos","Parálisis cerebral","PARALISIS CEREBRAL INFANTIL SIN OTRA ESPECIFICACION",11,1.07890947753318
"Enfermedades del sistema nervioso central","Parálisis cerebral y otros síndromes paralíticos","Paraplejía y cuadriplejía","CUADRIPLEJIA ESPASTICA",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Parálisis cerebral y otros síndromes paralíticos","Paraplejía y cuadriplejía","PARAPLEJIA ESPASTICA",1,0.0980826797757438
"Enfermedades del sistema nervioso central","Parálisis cerebral y otros síndromes paralíticos","Paraplejía y cuadriplejía","PARAPLEJIA NO ESPECIFICADA",1,0.0980826797757438
